2-Dehydro-3-deoxy-arabino-heptonate-7P	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C13-label-4	3108.44	16894.46	9227.04	20357.56	8793	12625.68	4535.1	12924.72	15063.73	6820.79	11333.44	12975.24	13605.54	12948.57	14013.77	15564.96	11555.53	14271.14	0	8740.15	16244.5	7942.39	16337.79	7194.01	14366.95	12393.33	0	0	0	5003.69	8075.18	14518.52	6244.79	11003.16	14562.4
C13-label-5	173152.44	142579.39	150167.14	168848.23	155423.41	160839.8	186067.44	176435.83	197538.62	157361.05	158348.67	151057.05	172656.58	172612.25	187543.95	167362.27	173570.05	161310.83	160787.12	194758.17	176531.73	172389.64	190161.42	188453.38	185452.61	177918.77	185431.92	199841.3	162780.31	161036.34	172288.11	185010.92	208500.95	172210.05	197411.77
C13-label-6	1901865	1868400.88	1853992	1995372.5	2023872.62	2053033.62	2146917.25	2351632	2274525.25	1916478.88	1983026.62	2067632.62	2102254.5	2083871.12	2348897.25	2224151.75	2354964	2281661.75	2133169.75	2290120.75	2292834.25	2171476.25	2365800.5	2319111.75	2212380.75	2253792	2184129.75	2346306	2214850.25	2405379.75	2009643.62	2564122	2287333.25	2281983.75	2122633.5
																																			
Fumarate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	804045.06	1149208.62	845498.81	1150577.38	804190.25	1271156.88	1513339.38	1325669.12	2462838.75	877917.31	1684188.62	1405642	1530994	1613295.88	1257889.38	1622528.62	1689220.62	2735164.25	1316787	1148417.38	1079597.38	1135314.12	1194552.62	1153900.12	1360665.12	2407544.25	3414365	804056.06	801807.31	1010680	1563222.88	817359.81	1166442.5	1430615.5	2461052.25
C13-label-1	31632.31	50721.5	28910.89	55958	15853.25	43828.75	56380.36	63619.15	116171.01	23043.48	88802.68	59350.11	64194.01	75495.88	56850.48	64642.04	66844.17	95398.73	67720.24	33762.62	50148.16	47280.73	61957.66	46471.79	61133.81	118808.34	160811.89	32868.73	20289.34	42113.89	70507.77	28844.22	47111.77	51934.13	92601.85
C13-label-2	30060.6	25284.85	32948.23	34357.54	10091.41	55504.17	36271.01	36838.62	38181.99	40967.55	51726	40329.01	45494.09	28025.52	30490.35	35240.14	52284.76	41388.93	28400.7	43072.24	42696.37	43115.23	28427.06	33302.93	27364.53	24858.1	56386.94	35098.96	39843.29	22917.48	26033.37	36068.1	43390.64	33889.45	31361.28
C13-label-3	513074.78	415652.5	505916.97	511703.88	526841.06	557029.06	635067.94	536304.94	609108.06	504813.84	505501	513962.16	577709.69	559334.12	632849.94	566869.12	616593.62	521114.78	536641.12	645862.69	560167.5	570636.69	619387.56	597074.94	480888.75	512752.75	511220.53	648566.75	577628.69	547321.69	481318.75	578900.81	574069.31	544368.12	537520.25
C13-label-4	1651044.12	1792072	1981032	1880255.12	1760718.88	1976262.5	2113973.25	2120844.25	2131297	2020694.12	1914341.62	1924829	1915665.38	2069139.38	2190678.75	1957576.12	2167861	1995167.12	2060988.38	2163704.75	2148259.25	2194598.75	2120292.5	2097183	2025129.88	1901196.12	1981709.5	2278252.25	2176710.5	2122625	1882092.5	2122112.75	2080847.88	2095858.38	1896699.12
																																			
Gluconate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	2348114.25	4858842	8384990	13716409	12812381	18139840	23381362	45156180	202643536	1556162.62	8173984	7676973.5	12531404	19321368	29715738	59691148	87065704	248679728	2363945.25	5170247.5	7462297.5	13575187	30086600	43252020	46063404	155703088	272378976	2740651.25	3163650	4065386	11084773	6960973.5	3934214.25	6624052	8220464
C13-label-1	146808.14	339617.97	552688.94	903220.31	812860.81	1172949.62	1520487.62	3088085.25	13575507	97672.46	515670	497157.34	794289.56	1274529.88	1936508.88	4123479.75	5937665.5	16269512	154389.17	317250.62	493526.34	892491.19	1968248.62	2997420.75	3055658.75	10408528	18303534	169217.55	211456.42	262651.59	744561.81	439759.62	242733.83	436265.91	484949.91
C13-label-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9030.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	2913.87	2407.51	0	0	0	0	0	0	0	2205.28	3036.96	0	0	0	0	0	0	2676.93	1618.51	0	0	0	2100.37	0
C13-label-5	34037.12	72056.3	33026.23	34303.3	35083.91	29294.93	0	46684.03	50610.27	23831.47	28153.77	18761.51	21270.59	29081.28	39217	51408.8	35749.52	36872.49	29383.81	18910.58	20444.46	17071.12	44901.4	51826.19	36410.62	45379.52	32559.65	20708.47	27319.44	28165.37	35433.11	50655.51	0	32484.99	33070.68
C13-label-6	368354.84	1153908	455989.53	450245.97	381297.25	299127.22	328108.16	584126.88	812082.44	295216.22	429165.91	276943.06	264456.72	296518.62	565541.06	622106	721597.5	776496.31	326443.09	286982.72	288114.91	283159.06	616842.81	675041.56	506103.09	832805.56	772189.69	288413.78	364791.12	354985.25	546107.44	640762.19	354331.78	417057.25	373995.09
																																			
Glucose-6-phosphate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	9341708	4357470.5	8960691	9055401	9431375	10745049	13052640	12497033	12271664	7422269.5	8103910	10655492	11003704	11961360	13861360	16352480	14681173	15004428	10057547	9068845	14309827	15064235	11984179	12673423	15887904	16376467	11963229	11771840	14605005	16313463	21414104	21771688	12446588	19048182	11509164
C13-label-1	648424.62	278459	641199.12	639152.44	661009.25	734863.31	905675.31	880044.19	863541.19	508520.75	560520.5	733640.94	701001.06	810658.06	935596.31	1151915	1041051.19	1039864.69	675819	635033.5	1029178.44	1058858.12	876040.75	847330.81	1064740.38	1137624.12	821418	830800.5	1025904	1127064.88	1469083.62	1468082.12	774694.31	1292831.88	793669.5
C13-label-2	0	44238.88	0	0	0	62482.41	0	0	62306.89	40426.5	101864.63	0	78653.12	146658.14	228556.73	185006.86	187393.81	264054.34	118050.19	167953.8	265554.06	266015.81	231630.98	247564.52	310494.47	99531.6	217706	211126.25	257282.12	288206.31	404001.53	400744.34	236920.69	349469.56	214072.39
C13-label-3	6785.41	0	0	9269.75	9942.5	6394.43	14346.6	11624.64	14703.9	8232.89	8320.24	8188.46	12861.96	4937.28	15205.07	20136.95	0	10170.06	9696.42	4470.2	25042.62	15184.21	10625.76	13436.1	19843.4	25185.31	7907.88	10043.82	15325.82	0	18826.65	55877.67	10005.5	31048.83	5698.74
C13-label-4	22985.88	18464.11	27092.7	31879.38	33161.78	27573.04	34961.89	21473.29	0	35397.62	29746.17	32314.95	25075.57	34138.16	29321.56	35743.21	38342.2	30992.67	17447.73	32858.93	0	22564.53	37596.15	0	36490.97	37620.65	35616.95	20009.04	23831.09	39464.03	21116.71	49590.46	33457	33231.87	23376.57
C13-label-5	470257.75	0	365734.5	420145.38	443235.28	445580.22	574197.94	544426.5	539258.69	555984.5	446121.62	519992.5	548780.75	526523.81	546355.06	541908.81	574383.5	581191.56	508844.75	524149.25	580594.62	563933.56	645692.31	631492.75	628904.06	584685.94	537757.12	653618.56	563152.81	631121.94	558547.06	617776.69	650263.19	585303.19	586581.88
C13-label-6	6136665.5	3535308	4687552	5368964	5706908.5	5891636	7165362	6934246.5	7072889.5	6460362.5	6258337.5	6141826.5	6835409.5	6787946.5	7558966.5	7042626.5	7365282	7182417.5	6756532	7072008.5	7528920	7175724.5	7806362.5	7927944	7534313.5	7807937.5	7282635.5	8020099.5	7274828	8257755.5	7175371.5	8237581.5	7905892.5	7319886.5	7452996.5
																																			
Glutamate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	8389336	8573991	9461711	8690145	5766006	4964766.5	5768864.5	8265632.5	9939576	4318400.5	10411963	6349006.5	5899082	5849338.5	8856237	10062143	8972469	11418539	5229335.5	5618124	5306904.5	5094548	7125269.5	8677229	7342383.5	10677323	12022092	4353642	5731273.5	5878312	8565793	8394377	5937547.5	7278895.5	5119906.5
C13-label-1	442489.25	483848.91	569372.06	531338.31	332500.34	287071.28	349800.5	482586.66	594831.69	245937.55	597834.5	373880	320315.22	318829.47	537129.81	577399.06	488733.62	656062.19	303075.09	319361.66	320770.62	310512.78	473264.84	516980.03	434573.03	665124.06	731642.69	244108.44	364043.78	315428.75	551286.88	580536.69	313336.59	415559	276859.84
C13-label-2	293672.12	334685.12	308895.72	332868.09	283927.06	230481.38	271133.28	381062.09	372410.09	205506.81	354055	226332.12	270759.97	251637.95	359583.91	383646.16	397888.25	377652.47	0	210812.05	204688.67	213248.75	370720	391857.59	320532.72	365530.53	359589.09	241292.8	205639.62	237953.3	392878.03	359540.12	212301.94	266722.19	304505.44
C13-label-3	1823264.38	1980572	1998196	1983485.5	1739575.38	1242606.38	1486215.62	2350706.75	2071172.62	1309711.62	1989203.5	1267850.38	1465396	1523590.88	2327743.25	2435578.25	2507913.5	2312279.25	1320097.5	1315479.38	1309807.38	1379330.25	2324801.75	2430443.25	1791823.5	2232669.25	2322393.25	1397855.38	1387490.38	1672572.38	2185273.75	2390200.25	1592011.38	1707780.62	1827750.12
C13-label-4	13127909	13768064	14148893	14533327	12027587	9133471	11031783	16782488	14676023	9683548	14979680	9214320	10517922	10993824	16361979	16821550	17349866	16243825	9306203	9459054	9135712	9362011	16540996	17376174	12244416	15831517	15980425	9855917	10031301	11718853	14947517	16694343	10799242	12231668	11960789
C13-label-5	97613464	100283608	101533536	103246968	86455704	66448544	79301760	118637632	108257688	71197448	106502528	66804340	74640728	79548888	117901800	122301688	122704040	116353976	67917120	69063672	67258832	66646448	118323608	122685760	89605816	108202816	111409664	71691360	72505576	84792624	108634328	117111808	77430568	87592152	86624792
																																			
Glutamine	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	25463222	25571782	25672904	20461562	10783051	20309560	20352570	26656194	71065752	18558990	21059918	10979980	15379425	10494869	29980650	29456902	16860844	176903744	22041112	23723608	31112518	29013658	30088606	31307770	49358028	15245241	75133184	40293884	43222336	45552660	80579360	68057472	37584012	67926576	65291868
C13-label-1	1273427.88	1230276.38	1369194.75	1288304	627148.69	902538.5	887718.69	1439011.38	3667772	874444	1211700.88	623430	973349.25	679358.31	1553522.5	1676826	1010167.56	9950404	1408353.12	1216983.62	1609830.38	1736446.62	1701074.5	1653614	2808919	726499	4163617.75	2094788.38	2779170.25	2547891.25	4361288.5	3689389.75	2189668.75	2859933.25	4233516.5
C13-label-2	130944.71	40532.71	48354.82	43641.94	50000.89	155230.02	98308.87	184225.81	140844.14	121581.85	42493.7	66093	125506.18	78834.46	199120.3	101176.27	101520.59	273268.34	144602.72	103235.51	80322.06	66130.91	162189.08	82871.98	214380.08	34714.29	221019.2	189022.31	142650.42	149316.33	170512.92	321057.66	207045.2	234238.31	164557.11
C13-label-3	693908.69	875805.19	912596.69	907746.44	475244.47	677488.12	862474.06	1273604.88	1058991.25	1037010.31	763707.06	514739.59	989179.06	930299	1293875	1274656	584344.62	1014482.81	844910.44	991014.75	744275.56	1151297.5	1274426.88	1220978.38	1141198	900785.56	971743.5	1120726.38	947083.5	978479.81	1073926.38	1107388.5	816558.81	1117156.12	876180.5
C13-label-4	7802248	8685801	8459467	7582103.5	5980596	6999813.5	8642235	11371632	10656733	7726909.5	7846459.5	5984837.5	7677620.5	6226035.5	11116243	11622339	7323732.5	9984553	7081408.5	10441725	8736911	9173857	10706427	10732357	10255419	7048426	9013541	10467248	6837172.5	7645866.5	9019571	11368725	6151998	8717124	8228297.5
C13-label-5	51367424	56027648	58624876	50102956	33505302	49573088	58588852	74216440	67297256	64917332	49045948	35238708	49579284	44741996	71777456	72486328	40934324	66699956	45412268	65906252	57146604	67115800	70227160	69359760	65201184	48213972	62929120	69448896	45451924	51199652	63316780	74460896	41792364	57225044	53862740
																																			
Glutathione disulfide	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	101018.75	40192.19	46609.39	73962.49	72816.79	120842.45	157515.92	134637.14	107828.16	60222.69	102186.6	95190.07	119887.51	129896.02	191271.17	250751.42	185139.64	74514.43	121219.81	89266.62	121270.65	132590.78	175522.88	132560.19	205215.02	213010.55	113986.09	189141.25	251913.75	285241.53	530442.69	225410.8	392065.75	400594.5	849629.81
C13-label-1	21833.03	0	0	15532.52	11297.32	24718.47	35836.6	35111.19	19192.1	9487.84	15521.54	22239.84	25123.34	24065.45	44122.18	52112.09	54256.33	17163.31	33933.96	17576.53	22962.62	33754.62	36297.01	43967.47	47408.44	66852.26	22860.27	57369.86	56482.86	54031.5	136851.08	48458.11	102008.38	88302.34	210033.2
C13-label-2	0	0	0	0	0	4946.77	0	0	0	0	0	7254.08	3359.34	3592.07	4304.19	11646.03	8885.23	3469.78	5831.01	7668.41	3662.02	5819.29	3569.66	11187.04	4353.57	0	0	8425.9	5062.17	3721.48	21810.2	4798.58	18902	13896.43	14727.81
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4593.73
C13-label-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3744.48	0	0	0	0	0	0	0	0	0	0	0	3509.72	0	0	0	0	0	0	4536.64
C13-label-5	0	0	0	0	0	0	3217.34	0	0	0	0	3223.69	0	0	0	0	0	0	0	7131.24	0	0	3364.33	0	0	4144.09	0	3407.57	4283.96	0	7824.77	5781.95	5745.03	3284.94	11471.21
C13-label-6	0	0	3477.66	0	0	0	3733.07	0	0	0	0	0	3381.27	0	0	4258.75	3033.08	0	0	3624.2	0	0	0	0	0	0	0	3769.33	3647.65	3456.3	0	0	3900.19	4593.82	4883.37
C13-label-7	3900.98	0	0	4044.19	4163.67	0	4337.72	8898.19	0	4799.73	7240.12	7135.24	4221.63	16056.07	9602.38	5139.95	20775.99	3494.07	10631.1	5567.9	5443.82	9324.13	7119.67	4789.4	4875.14	6038.83	4320.72	27487.9	27549.06	20955.45	23854.98	23467.12	35180.58	23091.83	40054.39
C13-label-8	29191.62	11478.71	8597.25	9332.61	12482.37	31651.22	34749.87	34878.33	26653.62	24955.51	35764.66	34693.11	47317.72	40364.5	39822.75	47322.39	50942.36	18146.08	50668	45131.98	42713.24	38032.74	56843.12	42658.79	39915.21	46857.25	39035.39	74100.91	73926.09	51751.11	81997.49	64797.49	87674.06	79521.27	135847.84
C13-label-9	197190.61	80879.8	96929.09	114127.53	103897.59	162960.45	211260.88	177153.31	180689.02	160627.77	190006.5	198875.23	208082.67	217567.14	263269.97	295701.78	245507.2	126860	271825.12	221345.31	225081.12	260357.61	264084.84	198956	250791.23	300748.78	202657.7	373886.28	410888.75	337070.12	444829.09	327848.88	523100.16	436618.59	732161.31
C13-label-10	721190.19	249893.33	305477.44	449504.78	343294.12	615607.56	642337.44	668212.75	570781.44	517732.47	634720.06	659399.06	679844.19	742375.5	922069.19	856317.56	960630.69	443688.75	956711.06	729083.69	832845.25	863634	983976.5	737905.69	1009999.81	1005626.31	667217.25	1351565.12	1431197.38	1142045.88	1585306	1172134.88	1864308.12	1532066	2503478
C13-label-11	105238.63	29508.34	52804.5	69957.88	50211.89	73565.08	93603.21	98625.34	89715.01	65732.38	94543	71496.57	103485.81	101136.59	130224.34	126650.93	126851.38	75905.64	131701.8	95926.52	141411.69	118674.23	99270.49	108117.29	141154.61	135978.55	105445.91	192247.7	182086.7	150627.39	236434.25	151806.27	245789.73	190931.86	341651.84
C13-label-12	11776.09	4020.01	0	18994.83	13986.88	0	0	0	0	0	0	5809.64	0	17756.95	0	0	4749.72	19769.86	17101.75	17173.33	0	0	20498.82	0	0	0	0	0	0	0	0	30269.82	0	0	48752.61
C13-label-13	3482.87	0	0	0	0	3802.02	0	0	0	0	0	0	3533.92	0	0	3229.69	0	0	4431.23	3231.85	0	2489.07	0	0	0	9108.33	0	4075.57	5232.81	0	0	3470.15	3640.8	4264.82	4139.63
C13-label-14	3989.77	0	0	0	0	0	0	0	0	5047.44	0	3315.96	3307.22	5289.58	3787.05	0	8303.17	0	4782.12	0	3769.62	0	4451.21	3723.24	0	0	3029.18	11708.7	5975.62	4359.57	0	3766.9	4456.14	5255.25	5160
C13-label-15	21349.82	0	0	4566.81	0	9559	4523.6	17263.82	15379.98	15172.02	9134.96	18140.63	11014.34	9379.48	11150.86	7707.93	0	5792.93	36310.91	24037.47	5842.88	14359.24	25464.56	11862.11	6507.81	11830.91	22103.46	47830.99	32071.89	12803.59	9219.57	24985.75	35646.39	13806.77	31855.53
C13-label-16	23099.38	0	8040.97	4651.71	5187.7	4834.38	16546.78	11723.53	18738.5	24945.75	18519.48	31766.28	15445.05	17379.61	0	19702.15	25113.95	5957.34	32458.43	26515.79	24271.14	13091.88	21974.56	10624.73	25495.12	13128.92	20679.69	48751.33	29400.76	30438.52	17663.31	16106.19	50292.86	21046.35	42804.07
C13-label-17	96596.3	16391.67	26494.47	57536.62	34916.82	0	0	64618.55	48117.67	83324.41	75727.95	75061.74	65650.74	59555.2	0	68004.73	79758.06	28923.62	112165.57	109115.29	104148.24	76741.85	81049.16	68093.73	69682.85	74303.4	71845.42	161732.73	113261.59	90840.97	85229.47	101194.59	120679.98	85314.09	107562.79
C13-label-18	264065.22	86166.3	108885.73	102768.97	103495.84	129826.9	129675.98	143437.14	186012.14	233179.98	184683.98	226695.94	199224.45	195048.8	165896.48	196615.73	198764.58	112060.63	316083.09	279412.5	231626.3	191115.02	243790.12	138419.92	202446.98	186170.5	187333.12	445613.34	381057.28	238396.39	220054.62	238929.92	396543.72	220063.5	347517.22
C13-label-19	817638.19	297969.41	260576.45	365938.22	259622.44	370558.34	401507.91	480420.34	556318.94	779948.75	620115.56	618568.44	566830.56	577504.69	484226.09	511600.47	598270.44	412788.03	997441.69	856428.5	773202.75	659861.44	759782.44	466755	620432.69	594935.56	584730.5	1298537	1124440.75	775315.75	645825.56	711296.44	1101842.88	722136.31	1083720.75
C13-label-20	1452164	449741.91	487731.59	590505.88	469461.12	589574.06	680529.81	720408.19	916902.69	1284868.12	1088186.88	1071306.62	932438	958493	851733	848567.31	1074416.12	711767.81	1634662.5	1485697.12	1259919.62	1170578.38	1274245.12	849260	1097461.62	1053458.75	953164.94	2489223.5	1924129.38	1301042.12	1120954.88	1337409.62	1855129.62	1235382.38	1810205.62
																																			
Glutatione (reduced)	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	1341965.88	1895623.38	2655772.25	3008018.75	3132457.75	3915878.75	4117772.25	4432542	2888858.75	1478766.88	2235527	2673171.5	3123680.75	2836698.25	4851544.5	5119627	4073279.75	2705465.5	1891215	2040589.62	2646254.75	3110727.75	3872789.25	4158819.75	3551343.25	3937906.25	3015935.25	2147175	2781299.25	3457752.25	5711184	3960896.25	3281488.75	4646850.5	5037004.5
C13-label-1	72460.91	179228.8	262276.47	269890.72	340679.12	433057.41	466663.25	406394.91	268330.91	146340.38	214959.67	239099.12	347081.62	290239.66	582387.94	573636.75	433412.88	263815.16	201955.73	194942.44	290527.62	308116.91	302007.91	456916.88	366475.28	489868.16	335941.91	296433.38	305402.97	328609.84	581633.69	462752.66	263690.16	450694.25	510251.84
C13-label-2	0	0	31248.38	26863.24	66540.76	50402.48	26292.91	42147.75	54105.61	18715.78	22036.81	24605.01	50741.46	30825.84	51170.54	71433.1	80926.12	31854.21	43641.27	22016.76	47740.52	41544.23	56861.23	53296.23	37270.8	55485.59	60367.2	19647.56	27637.49	60079.53	91630.23	23850.03	34343.25	52736.36	31489.33
C13-label-3	0	0	0	0	0	0	0	0	0	0	0	18992.83	0	0	22853.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13-label-5	0	19370.08	24336.03	26344.41	25620.47	17154.72	28865.27	51973.04	26541.65	0	21264.96	19837.29	24360.56	34641.89	24685.73	35613.89	33564.68	40081.58	23062.66	22178.15	19553.21	69689.53	0	18701.46	40420.27	24018.37	25526.62	28103.38	18563.68	21804.09	24973.86	45598.73	16502.1	16056.26	18642.61
C13-label-6	0	0	18017.85	22564.89	0	0	18545.98	0	23327.77	0	0	0	0	0	0	0	35153.26	0	19916.86	0	17823.73	19658.71	0	0	0	0	31941.7	0	0	18490.76	0	0	29541.87	0	18217.75
C13-label-7	30992.17	35896.37	146296.2	87883.29	135049.58	177999.48	137353.75	159624.06	141869.14	147516.48	98008.88	117032.98	112739.72	144366.94	188029.88	135037.17	185576.55	132072.28	116553.93	79546.21	137133.39	108340.29	173545.38	127961.53	0	138819.05	116990.59	152725.44	111238.81	124272.26	157392.72	141168.56	63667.89	41398.48	82535.32
C13-label-8	273436.94	365432.34	382611.78	429332.59	456141.72	444508.16	370921.84	481349.09	522552.25	460796.59	399286.09	370032.59	434720.97	368902.47	513478	484974.59	471780.91	484741.97	347623.88	444159.59	524168.16	358328.25	533355.75	375898.72	370213.59	412100.5	506651.38	357649.78	419755.09	337993.78	411116.03	484467.97	370752.62	398328.16	311932.91
C13-label-9	1303147.5	1935704.62	2326266.5	2318438.75	2552140.25	2598386.25	2738129.25	2994376.75	2687265.75	2053830.38	2074955	2332919.5	2575751.25	2192807.25	2857020	2523257.75	2963955	2770633.25	1862009	2511707.75	2686047.75	2349733	2977522.75	2948218	2289887.75	2463397.75	2355275.75	2015461.5	1944169.38	2265392.25	2273114	2880978.25	2233223.75	2166302	2078683
C13-label-10	5060902.5	6850472	7968069.5	8018244	8593513	8943156	8628779	10158634	9092702	6984698.5	7561384	8056228.5	8296663.5	7583665.5	9847421	9135960	9237975	9247472	7077254	8304310.5	9373359	8341680	9691159	10159021	8231301.5	8532029	8585319	7277034.5	7286705.5	7717170.5	7354248	9419643	6888474.5	7130549.5	6562723.5
																																			
Glycerate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
C12 PARENT	1882841.12	1491684.62	1043609.75	1442684.62	876150.75	1247713.88	1138384.38	2866036	2626426.25	1064529.5	1982273.38	1294007	1322422.88	1475588	1469649.62	1814832.12	2294548	3028176.75	1471986.5	928247.5	1128553.25	1258742	1529118.5	1442713.62	1822075	2812590.75	2940894	1591504.38	1695916.38	2524693.75	4990871.5	2963790.75	1820139.88	1956733.12	3154741
C13-label-1	49770.86	0	31370	48542.09	32566.66	44201	34108.76	94563.77	69655.59	0	52064.81	43578.3	41089.26	39620.99	50245.14	53494.23	65705.27	89608.04	43772.03	31182.22	34567.59	43182.13	51491.26	43096.68	62256.67	77665.85	85812.86	53436.59	39729.08	83394.59	161693.53	87552.38	65551.03	51415.23	97884.18
C13-label-2	8931.7	10440.92	3099.23	3776.77	2336.89	2775.69	3577.54	5113.97	12411.21	4129.58	5291.53	2444.75	5768.05	2506.86	4975.48	12945.39	8427.39	6495.88	2316.03	2399.22	2303.12	5006.14	10592.02	0	10174.48	4419.75	9265.3	5098.87	8768.28	8042.14	6373.28	0	3938.87	2408.12	3063.7
C13-label-3	216771.62	331479.59	217524.5	210545.55	167319.55	165069.44	172306.19	259468.88	268883.78	167325.22	235042.36	160262.44	146736.83	156484.61	256782.45	279018.25	258418.27	262768.03	139511.77	164098.92	158353.14	157225.38	291066.34	260153.45	279977.56	264436.22	239405.95	141303.89	148493.94	207824.25	242321.11	308128.41	162284.33	166382.7	165433.56
																																			
Glycerol-3-phosphate	O2_A_0	O2_A_1	O2_A_5	O2_A_10	O2_A_15	O2_A_30	O2_A_45	O2_A_60	O2_A_120	O2_B_0	O2_B_1	O2_B_5	O2_B_10	O2_B_15	O2_B_30	O2_B_45	O2_B_60	O2_B_120	O2_C_0	O2_C_1	O2_C_5	O2_C_10	O2_C_15	O2_C_30	O2_C_45	O2_C_60	O2_C_120	An_A_0	An_A_30	An_A_60	An_A_120	An_B_0	An_B_30	An_B_60	An_B_120
